Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Production_Line,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition_Rate,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount
2023-07-17,80,P011,FRA_SKU_11,Fragrance,Central,Retail,LineC,None,1128,1106,904,17,35.31,32.77,799.75,37044.54,3391.88,1302.45,556.41,31920.24,-10375.04,-0.325,9,2.1,40.09,0.0193,0.0195,2223,0,64,0.6713,28.4,7.69,False,0.0
2023-07-24,81,P011,FRA_SKU_11,Fragrance,South,E-commerce,LineB,None,808,802,748,13,34.35,34.37,1151.4,27886.1,2990.32,1106.02,1150.09,25693.8,-7438.73,-0.2895,2,6.48,34.01,0.0072,0.0174,4100,0,24,0.651,18.4,7.54,False,0.0
2023-07-31,82,P011,FRA_SKU_11,Fragrance,Central,E-commerce,LineC,None,716,710,763,16,33.02,33.61,477.57,24112.52,476.2,1346.83,407.58,25194.26,-1148.87,-0.0456,7,3.78,27.06,0.0075,0.0215,4007,29,56,0.6544,11.9,5.3,False,0.0
2023-08-07,83,P011,FRA_SKU_11,Fragrance,East,Retail,LineB,None,793,770,715,6,32.65,29.95,731.15,23823.46,1914.89,1064.51,845.34,23344.75,-4303.45,-0.1843,1,9.04,37.41,0.0281,0.0092,3709,0,55,0.6454,43.6,4.99,False,0.0
2023-08-14,84,P011,FRA_SKU_11,Fragrance,East,E-commerce,LineB,None,819,800,750,0,34.22,34.13,932.84,28045.75,1109.72,1966.48,946.22,25665.0,-6403.17,-0.2495,2,1.69,28.69,0.0231,0.0001,3147,0,49,0.7329,31.4,6.63,False,0.0
2023-08-21,85,P011,FRA_SKU_11,Fragrance,Central,Retail,LineA,None,766,759,650,0,35.44,32.28,730.0,24799.48,740.66,1029.48,751.98,23036.0,-4285.6,-0.186,6,8.14,34.66,0.0083,0.0,2526,0,21,0.7821,24.3,6.54,False,0.0
2023-08-28,86,P011,FRA_SKU_11,Fragrance,South,E-commerce,LineB,None,756,737,789,21,35.22,32.03,890.57,24303.74,1182.6,1462.42,506.5,27788.58,333.32,0.012,6,9.22,35.97,0.024,0.0271,3313,31,51,0.7354,29.9,6.74,False,0.0
2023-09-04,87,P011,FRA_SKU_11,Fragrance,South,Retail,LineC,None,866,858,832,12,31.39,34.08,831.36,29596.42,3813.33,1655.54,1069.49,26116.48,-10018.3,-0.3836,7,2.47,31.18,0.0089,0.0154,2612,0,72,0.7368,-9.2,6.37,False,0.0
2023-09-11,88,P011,FRA_SKU_11,Fragrance,North,Retail,LineA,HolidayPush,852,823,682,5,35.61,30.17,971.28,25801.97,3597.22,1666.41,395.44,24286.02,-7175.02,-0.2954,11,2.19,30.37,0.0329,0.0077,4011,0,44,0.8238,1.5,6.96,False,0.0
2023-09-18,89,P011,FRA_SKU_11,Fragrance,Central,E-commerce,LineC,SummerSale,827,804,827,5,34.16,30.6,535.07,25359.71,1087.79,872.63,748.02,28250.32,182.17,0.0064,1,6.84,35.34,0.0271,0.0071,3910,13,60,0.6905,44.2,8.62,False,0.0
2023-09-25,90,P011,FRA_SKU_11,Fragrance,South,Wholesale,LineA,None,585,579,549,14,34.76,32.54,644.09,19100.31,2183.24,1522.51,987.11,19083.24,-4709.93,-0.2468,3,7.4,25.61,0.0092,0.0256,4259,0,33,0.754,40.6,5.55,False,0.0
2023-10-02,91,P011,FRA_SKU_11,Fragrance,West,Retail,LineB,SummerSale,931,931,747,0,31.63,30.95,1174.92,28931.94,642.16,585.61,1092.18,23627.61,-7624.28,-0.3227,8,5.79,38.07,0.0,0.0,2085,0,37,0.6732,53.0,7.32,False,0.0
2023-10-09,92,P011,FRA_SKU_11,Fragrance,East,Retail,LineB,HolidayPush,937,916,892,11,31.67,33.17,640.91,31144.38,574.55,1560.13,971.12,28249.64,-6000.54,-0.2124,7,8.37,42.85,0.0216,0.0133,4427,0,69,0.7289,43.0,6.39,False,0.0
2023-10-16,93,P011,FRA_SKU_11,Fragrance,Central,E-commerce,LineC,HolidayPush,905,888,777,4,35.48,30.92,891.42,28071.74,3103.78,665.21,719.41,27567.96,-4992.18,-0.1811,1,1.71,31.72,0.0178,0.0053,3429,0,47,0.6647,19.2,7.0,False,0.0
2023-10-23,94,P011,FRA_SKU_11,Fragrance,North,Retail,LineA,None,581,564,492,3,34.61,32.32,572.28,18835.15,3630.58,1158.92,741.63,17028.12,-7338.16,-0.4309,5,3.34,21.6,0.0281,0.0073,3421,0,17,0.667,44.5,6.21,False,0.0
2023-10-30,95,P011,FRA_SKU_11,Fragrance,North,E-commerce,LineC,None,674,666,708,17,33.27,31.27,615.36,21137.52,3351.64,1833.97,374.04,23555.16,-3142.01,-0.1334,6,2.57,24.36,0.0104,0.0247,2824,26,30,0.6793,-0.5,7.57,False,0.0
2023-11-06,96,P011,FRA_SKU_11,Fragrance,West,Retail,LineA,SummerSale,1015,974,930,0,32.18,33.27,892.19,33858.27,869.35,1976.44,572.73,29927.4,-7349.39,-0.2456,8,4.99,40.19,0.0401,0.0,2645,0,34,0.5932,49.0,6.94,False,0.0
2023-11-13,97,P011,FRA_SKU_11,Fragrance,South,Retail,LineC,None,924,906,747,2,35.59,30.09,1325.02,27935.66,1064.5,1072.8,1059.79,26585.73,-4547.02,-0.171,9,5.5,37.36,0.0187,0.0038,2096,0,62,0.6782,17.5,8.34,False,0.0
2023-11-20,98,P011,FRA_SKU_11,Fragrance,West,Retail,LineC,None,1074,1052,1016,34,31.15,30.88,866.72,33251.79,4792.71,1853.27,272.84,31648.4,-8522.21,-0.2693,8,5.49,43.39,0.0201,0.0342,3233,0,32,0.6574,34.1,6.58,True,0.09
2023-11-27,99,P011,FRA_SKU_11,Fragrance,East,E-commerce,LineA,None,1171,1147,1130,9,32.87,34.3,1510.59,40316.36,2668.56,2456.67,965.19,37143.1,-9263.68,-0.2494,7,7.6,51.73,0.0199,0.008,3055,0,52,0.7131,53.4,6.51,False,0.0
2023-12-04,100,P011,FRA_SKU_11,Fragrance,North,Retail,LineA,None,892,890,717,22,35.42,31.73,747.5,28377.91,3744.45,641.51,1150.52,25396.14,-8518.25,-0.3354,12,9.05,42.1,0.0021,0.0309,3522,0,47,0.664,37.4,8.25,False,0.0
2023-12-11,101,P011,FRA_SKU_11,Fragrance,Central,Retail,LineC,None,803,803,639,17,31.97,32.28,758.03,25996.64,705.01,448.34,762.58,20428.83,-7483.74,-0.3663,12,7.63,35.51,0.0,0.0275,4739,0,35,0.7289,10.8,7.35,False,0.0
2023-12-18,102,P011,FRA_SKU_11,Fragrance,West,E-commerce,LineC,None,1080,1060,1169,19,33.78,33.22,1235.52,36001.15,3489.33,2456.59,683.85,39488.82,-3142.1,-0.0796,2,3.06,39.74,0.0179,0.0165,3446,60,86,0.7225,38.5,6.65,False,0.0
2023-12-25,103,P011,FRA_SKU_11,Fragrance,Central,E-commerce,LineC,None,1198,1187,1661,19,21.18,31.1,1543.02,37412.1,2444.49,2133.31,211.32,35179.98,-7021.24,-0.1996,8,5.05,47.55,0.0085,0.0115,3510,234,141,0.6971,40.4,6.61,True,0.34
2024-01-01,104,P011,FRA_SKU_11,Fragrance,West,Retail,LineA,HolidayPush,825,795,650,5,31.98,32.42,542.85,26800.78,2840.64,900.84,722.49,20787.0,-10477.75,-0.5041,1,12.72,47.09,0.036,0.0081,2742,0,29,0.5999,38.7,8.94,False,0.0
2024-01-08,105,P011,FRA_SKU_11,Fragrance,East,E-commerce,LineC,None,786,777,800,15,35.51,32.92,530.55,25928.18,3041.03,569.29,496.18,28408.0,-1626.68,-0.0573,10,8.58,36.3,0.0106,0.0197,3083,9,31,0.7399,25.4,8.36,False,0.0
2024-01-15,106,P011,FRA_SKU_11,Fragrance,North,Wholesale,LineC,None,660,646,589,13,32.98,33.88,805.86,22441.39,2356.12,1102.01,353.06,19425.22,-6827.36,-0.3515,10,4.2,25.35,0.0202,0.0227,4404,0,28,0.5613,35.3,6.62,False,0.0
2024-01-22,107,P011,FRA_SKU_11,Fragrance,Central,Retail,LineC,None,836,829,796,6,31.73,33.36,531.7,27942.13,3386.42,1079.42,573.13,25257.08,-7724.02,-0.3058,1,7.25,36.37,0.0075,0.0082,3385,0,30,0.6955,39.7,7.31,False,0.0
2024-01-29,108,P011,FRA_SKU_11,Fragrance,West,E-commerce,LineA,None,897,845,848,16,35.43,32.68,791.15,29393.08,3823.39,688.4,840.21,30044.64,-4700.44,-0.1564,9,4.76,35.21,0.0574,0.02,2214,1,50,0.7275,46.0,7.16,False,0.0
2024-02-05,109,P011,FRA_SKU_11,Fragrance,Central,Retail,LineC,None,622,617,597,5,33.82,34.17,768.79,21330.62,3187.64,520.76,825.59,20190.54,-5674.07,-0.281,1,8.52,28.64,0.0072,0.01,3189,0,24,0.6903,35.8,8.43,False,0.0
2024-02-12,110,P011,FRA_SKU_11,Fragrance,South,E-commerce,LineC,None,781,742,663,0,31.72,30.78,911.43,24130.32,427.72,1140.65,233.21,21030.36,-4901.54,-0.2331,13,7.56,34.43,0.0496,0.0001,3437,0,37,0.6714,55.6,9.08,False,0.0
2024-02-19,111,P011,FRA_SKU_11,Fragrance,East,E-commerce,LineB,None,558,547,481,9,33.41,31.78,658.44,17799.08,1322.08,512.67,1104.19,16070.21,-4667.81,-0.2905,3,6.87,23.87,0.0191,0.0187,4556,0,28,0.665,65.1,8.11,False,0.0
2024-02-26,112,P011,FRA_SKU_11,Fragrance,Central,E-commerce,LineB,HolidayPush,924,923,1428,24,22.51,32.65,1096.79,30278.28,4594.17,2545.88,821.93,32144.28,-6095.98,-0.1896,8,7.79,41.16,0.001,0.0168,1948,234,78,0.6979,29.2,6.26,True,0.31
2024-03-04,113,P011,FRA_SKU_11,Fragrance,East,Retail,LineC,NewLaunch,962,953,761,4,31.54,33.86,1300.62,32703.38,3971.31,1547.07,619.01,24001.94,-14838.83,-0.6182,6,5.97,39.63,0.0088,0.0061,2045,0,39,0.7029,23.6,6.89,False,0.0
2024-03-11,114,P011,FRA_SKU_11,Fragrance,East,Retail,LineB,SummerSale,887,865,717,15,34.37,30.45,645.74,27073.72,3402.31,1881.12,263.3,24643.29,-7977.16,-0.3237,4,5.07,35.24,0.0244,0.022,4338,0,52,0.6883,27.1,6.3,False,0.0
2024-03-18,115,P011,FRA_SKU_11,Fragrance,East,E-commerce,LineB,HolidayPush,953,927,844,16,33.07,31.86,750.96,30437.68,1225.24,887.67,444.51,27911.08,-5084.02,-0.1822,6,3.31,35.39,0.027,0.0191,2002,0,62,0.7636,14.6,6.37,False,0.0
2024-03-25,116,P011,FRA_SKU_11,Fragrance,South,E-commerce,LineC,None,684,669,881,4,27.18,34.07,585.5,23362.43,1516.73,1533.52,429.6,23945.58,-2896.7,-0.121,7,3.12,25.22,0.0211,0.0051,2968,115,45,0.715,20.5,6.16,True,0.18
2024-04-01,117,P011,FRA_SKU_11,Fragrance,South,Retail,LineA,None,648,627,609,10,33.75,30.37,607.18,19740.48,3682.77,861.68,1161.84,20553.75,-4893.02,-0.2381,13,0.0,21.43,0.0309,0.017,2849,0,51,0.7032,34.5,6.37,False,0.0
2024-04-08,118,P011,FRA_SKU_11,Fragrance,South,Wholesale,LineC,SummerSale,889,873,1026,19,24.9,32.87,857.0,29307.13,3178.98,726.31,1077.75,25547.4,-8742.77,-0.3422,10,6.64,37.67,0.0169,0.0187,2730,75,38,0.6511,17.0,6.36,True,0.28
2024-04-15,119,P011,FRA_SKU_11,Fragrance,South,Wholesale,LineB,None,872,864,804,15,31.59,32.56,660.98,28458.42,2780.11,827.01,459.03,25398.36,-7126.21,-0.2806,2,5.64,35.45,0.0084,0.0192,3013,0,55,0.5795,-1.8,7.76,False,0.0
2024-04-22,120,P011,FRA_SKU_11,Fragrance,South,Retail,LineC,HolidayPush,1122,1115,886,12,34.87,29.97,1062.53,33732.59,1948.89,829.2,950.06,30894.82,-6565.92,-0.2125,1,0.29,37.46,0.0058,0.0142,1430,0,41,0.7312,21.7,8.71,False,0.0
2024-04-29,121,P011,FRA_SKU_11,Fragrance,West,Retail,LineC,HolidayPush,874,869,834,10,32.79,31.72,1219.23,27845.2,963.04,1388.49,1016.12,27346.86,-3865.99,-0.1414,12,6.39,36.65,0.0049,0.0125,2422,0,47,0.5458,24.1,7.35,False,0.0
2024-05-06,122,P011,FRA_SKU_11,Fragrance,West,Retail,LineB,None,1049,1027,985,13,35.26,31.99,626.25,33620.14,1614.61,1588.75,966.12,34731.1,-3058.52,-0.0881,10,4.56,40.85,0.0202,0.0133,3749,0,59,0.7131,11.7,6.47,False,0.0
2024-05-13,123,P011,FRA_SKU_11,Fragrance,West,E-commerce,LineA,None,840,821,780,11,33.76,32.59,1042.44,27479.84,3891.4,1609.18,1032.15,26332.8,-7679.77,-0.2916,8,7.55,37.02,0.0215,0.0152,4968,0,47,0.7029,23.8,7.74,False,0.0
2024-05-20,124,P011,FRA_SKU_11,Fragrance,North,E-commerce,LineB,None,990,976,1011,16,31.62,30.73,1483.02,30571.0,676.52,1183.09,1040.32,31967.82,-1503.11,-0.047,10,7.04,42.67,0.0136,0.0162,3481,15,89,0.6079,13.9,7.49,False,0.0
2024-05-27,125,P011,FRA_SKU_11,Fragrance,Central,Wholesale,LineC,None,1045,1035,965,19,32.8,30.17,1507.94,31678.44,2024.62,855.57,950.16,31652.0,-3856.79,-0.1218,4,8.46,47.97,0.0092,0.0198,2996,0,85,0.6931,26.2,8.37,False,0.0
2024-06-03,126,P011,FRA_SKU_11,Fragrance,North,Retail,LineC,None,986,966,758,8,33.34,32.09,990.93,31739.83,2509.58,1764.88,721.13,25271.72,-11463.7,-0.4536,4,3.87,37.4,0.0197,0.0109,3689,0,58,0.5727,27.2,8.21,False,0.0
2024-06-10,127,P011,FRA_SKU_11,Fragrance,Central,Retail,LineB,HolidayPush,772,750,683,11,33.5,30.6,733.4,23696.54,1182.87,482.01,604.92,22880.5,-3085.84,-0.1349,4,4.69,30.22,0.0273,0.0166,2425,0,34,0.6597,2.1,6.75,False,0.0
2024-06-17,128,P011,FRA_SKU_11,Fragrance,West,Retail,LineA,None,946,919,778,28,33.02,32.38,1109.66,30742.45,2464.97,1317.46,669.9,25689.56,-9505.22,-0.37,6,7.97,42.47,0.0284,0.0365,3432,0,64,0.742,17.9,6.76,False,0.0
2024-06-24,129,P011,FRA_SKU_11,Fragrance,North,E-commerce,LineA,SummerSale,874,854,827,26,32.31,33.64,760.38,29477.4,646.22,1704.75,664.96,26720.37,-5772.96,-0.2161,10,3.28,32.42,0.0229,0.0318,2673,0,32,0.7648,55.2,5.88,False,0.0
2024-07-01,130,P011,FRA_SKU_11,Fragrance,North,E-commerce,LineA,None,819,817,829,10,31.62,32.0,800.98,26288.1,2615.93,1939.19,705.84,26212.98,-5336.08,-0.2036,8,1.43,28.43,0.0022,0.0124,1648,16,25,0.6779,34.2,8.46,False,0.0
2024-07-08,131,P011,FRA_SKU_11,Fragrance,North,E-commerce,LineC,NewLaunch,780,755,681,5,32.7,33.55,913.38,26260.34,2394.4,1069.38,881.42,22268.7,-8336.84,-0.3744,6,0.72,26.43,0.032,0.0077,1460,0,54,0.7693,19.4,7.82,False,0.0
2024-07-15,132,P011,FRA_SKU_11,Fragrance,North,E-commerce,LineC,None,840,840,931,10,35.04,30.57,965.16,25775.32,3244.43,2268.12,334.74,32622.24,999.63,0.0306,6,6.7,35.68,0.0,0.0117,2788,45,81,0.7895,19.2,6.21,False,0.0
2024-07-22,133,P011,FRA_SKU_11,Fragrance,South,E-commerce,LineC,HolidayPush,918,907,938,6,31.62,31.47,596.7,28949.13,474.54,721.01,416.79,29659.56,-901.91,-0.0304,3,5.5,37.1,0.0114,0.0066,3809,11,60,0.7778,42.2,7.64,False,0.0
2024-07-29,134,P011,FRA_SKU_11,Fragrance,East,Wholesale,LineB,None,1024,992,888,9,33.06,32.29,750.59,33140.02,976.03,1571.61,433.44,29357.28,-6763.82,-0.2304,10,4.24,39.38,0.0306,0.0102,3084,0,40,0.691,48.5,6.91,False,0.0
2024-08-05,135,P011,FRA_SKU_11,Fragrance,West,Retail,LineA,None,898,882,832,13,35.33,31.51,514.55,28347.44,1355.24,971.91,594.72,29394.56,-1874.75,-0.0638,4,5.78,36.71,0.0172,0.0164,3485,0,53,0.7159,22.7,6.5,False,0.0
2024-08-12,136,P011,FRA_SKU_11,Fragrance,West,Retail,LineA,None,727,692,599,8,31.48,31.57,786.61,23030.05,3849.92,1027.3,1133.12,18856.52,-10183.87,-0.5401,10,5.05,28.86,0.0478,0.0143,3618,0,35,0.6124,16.8,5.25,False,0.0
2024-08-19,137,P011,FRA_SKU_11,Fragrance,West,Retail,LineC,None,938,928,897,21,32.12,29.92,1021.48,28167.11,2109.35,2299.68,389.61,28811.64,-4154.11,-0.1442,6,6.15,38.93,0.0105,0.0242,3404,0,30,0.79,44.2,7.71,False,0.0
2024-08-26,138,P011,FRA_SKU_11,Fragrance,Central,Retail,LineC,None,766,743,832,15,22.91,30.5,478.75,23410.88,5721.38,1420.29,853.37,19061.12,-12344.8,-0.6476,9,2.0,27.13,0.0292,0.0184,2265,44,49,0.7517,28.7,7.26,True,0.27
2024-09-02,139,P011,FRA_SKU_11,Fragrance,North,E-commerce,LineA,None,1053,1015,1249,5,30.32,30.7,1332.04,32460.3,2756.4,773.32,741.92,37869.68,1137.74,0.03,2,5.41,42.41,0.0355,0.0045,3209,139,60,0.7675,25.1,6.85,True,0.11
2024-09-09,140,P011,FRA_SKU_11,Fragrance,North,Retail,LineC,None,606,594,586,7,34.19,30.01,419.96,18228.06,3873.19,984.58,378.08,20035.34,-3428.57,-0.1711,8,6.23,25.24,0.0192,0.013,3591,0,31,0.6521,7.8,7.08,False,0.0
2024-09-16,141,P011,FRA_SKU_11,Fragrance,North,E-commerce,LineC,SummerSale,1078,1065,1165,15,35.28,30.12,864.56,32555.82,1126.06,2399.78,556.53,41101.2,4463.01,0.1086,11,7.7,47.82,0.0116,0.0135,2643,47,57,0.6695,43.2,6.01,False,0.0
2024-09-23,142,P011,FRA_SKU_11,Fragrance,North,Retail,LineC,None,895,886,1058,16,24.8,32.84,857.41,29477.54,4519.02,1879.71,632.41,26238.4,-10270.28,-0.3914,10,6.64,37.92,0.0091,0.0156,3712,84,62,0.7617,36.7,8.7,True,0.22
2024-09-30,143,P011,FRA_SKU_11,Fragrance,North,Retail,LineC,HolidayPush,887,868,852,1,35.05,30.91,1176.16,27534.79,854.03,864.26,285.25,29862.6,324.27,0.0109,1,5.17,35.38,0.0213,0.0018,3787,0,28,0.6434,27.9,6.76,False,0.0
2024-10-07,144,P011,FRA_SKU_11,Fragrance,North,Retail,LineB,HolidayPush,834,805,638,13,31.92,31.71,894.05,26535.54,1073.83,961.22,334.95,20364.96,-8540.58,-0.4194,4,6.43,35.02,0.0339,0.0213,3926,0,54,0.6991,31.8,6.71,False,0.0
2024-10-14,145,P011,FRA_SKU_11,Fragrance,South,Retail,LineC,None,865,834,1092,13,26.57,33.37,1034.54,28968.5,3552.73,2120.16,977.83,29014.44,-6604.78,-0.2276,10,4.36,33.43,0.0358,0.0124,3437,140,39,0.6145,8.7,6.16,True,0.23
2024-10-21,146,P011,FRA_SKU_11,Fragrance,North,Retail,LineC,None,940,910,758,27,34.1,30.58,1065.96,28851.8,668.79,1142.48,1147.74,25847.8,-5963.01,-0.2307,5,2.97,34.46,0.0318,0.0364,3402,0,36,0.7435,49.9,5.74,False,0.0
2024-10-28,147,P011,FRA_SKU_11,Fragrance,West,E-commerce,LineB,SummerSale,1000,968,1118,28,30.86,30.63,1290.0,30759.0,670.3,2563.16,386.58,34501.48,122.44,0.0035,1,3.25,37.05,0.032,0.0257,3545,71,40,0.7937,2.7,7.18,True,0.07
2024-11-04,148,P011,FRA_SKU_11,Fragrance,South,E-commerce,LineA,SummerSale,814,785,824,0,32.67,30.53,862.84,24937.7,580.88,914.65,276.86,26920.08,209.99,0.0078,2,6.79,34.71,0.0356,0.0,1567,20,34,0.7366,53.0,6.15,False,0.0
2024-11-11,149,P011,FRA_SKU_11,Fragrance,West,Retail,LineA,NewLaunch,1203,1176,1027,0,34.7,32.74,1067.06,39492.93,3058.32,2186.87,828.05,35636.9,-9929.27,-0.2786,7,8.15,54.45,0.0222,0.0009,5235,0,90,0.6837,17.5,6.34,False,0.0
2024-11-18,150,P011,FRA_SKU_11,Fragrance,West,Retail,LineC,None,879,860,765,17,34.09,34.42,934.38,30348.62,3612.36,736.13,422.0,26078.85,-9040.26,-0.3467,8,8.91,41.22,0.0215,0.0223,3328,0,33,0.6791,48.4,6.24,False,0.0
2024-11-25,151,P011,FRA_SKU_11,Fragrance,West,Retail,LineC,None,1043,1043,901,11,31.7,32.57,1107.67,34081.28,607.67,696.83,576.43,28561.7,-7400.51,-0.2591,9,10.68,53.32,0.0,0.013,3194,0,73,0.7798,34.5,5.8,False,0.0
2024-12-02,152,P011,FRA_SKU_11,Fragrance,East,Wholesale,LineB,SummerSale,1037,1031,835,15,35.06,32.91,813.01,34208.97,1498.34,1085.56,202.0,29275.1,-7719.77,-0.2637,9,6.67,43.99,0.0055,0.0184,4037,0,54,0.7083,39.9,6.55,False,0.0
2024-12-09,153,P011,FRA_SKU_11,Fragrance,Central,Retail,LineC,None,1025,1011,799,32,32.86,34.29,1184.9,35265.74,1212.04,923.83,308.52,26255.14,-11454.99,-0.4363,8,7.33,44.75,0.0133,0.0409,4061,0,34,0.7315,35.0,7.26,False,0.0
2024-12-16,154,P011,FRA_SKU_11,Fragrance,West,E-commerce,LineA,None,1293,1285,1200,20,34.63,32.96,1132.67,42730.55,3652.13,2019.74,278.68,41556.0,-7125.1,-0.1715,7,8.49,59.44,0.0059,0.0173,3802,0,59,0.6069,28.1,6.52,False,0.0
2024-12-23,155,P011,FRA_SKU_11,Fragrance,West,E-commerce,LineC,HolidayPush,1487,1430,1352,7,35.08,31.0,991.83,46196.18,963.55,2614.77,414.1,47428.16,-2760.44,-0.0582,3,5.01,58.94,0.038,0.0052,2853,0,42,0.6728,22.1,8.23,False,0.0
2024-12-30,156,P011,FRA_SKU_11,Fragrance,North,Retail,LineC,None,1237,1209,1380,12,26.75,31.32,1648.92,38907.73,1784.37,2763.38,865.03,36915.0,-7405.51,-0.2006,7,7.94,55.47,0.0226,0.0093,2961,94,90,0.6298,23.9,6.47,True,0.24
2022-01-03,0,P012,MAK_SKU_12,Makeup,South,Wholesale,LineC,None,1323,1302,1685,17,36.27,11.72,648.27,15570.39,5587.88,3963.13,293.54,61114.95,35700.01,0.5841,9,5.13,52.69,0.0154,0.0105,3999,189,147,0.6402,37.9,5.81,True,0.32
2022-01-10,1,P012,MAK_SKU_12,Makeup,West,E-commerce,LineA,None,1281,1281,1208,27,50.65,11.71,398.39,15040.35,3245.1,3198.45,356.18,61185.2,39345.12,0.643,2,4.75,50.25,0.0,0.0224,4195,0,103,0.7173,9.9,6.56,False,0.0
2022-01-17,2,P012,MAK_SKU_12,Makeup,East,E-commerce,LineA,HolidayPush,1255,1241,1338,1,52.45,11.53,616.21,14531.77,947.39,1855.55,575.02,70178.1,52268.37,0.7448,3,10.86,64.77,0.0109,0.0012,2076,52,54,0.7183,29.1,6.27,False,0.0
2022-01-24,3,P012,MAK_SKU_12,Makeup,Central,Retail,LineB,HolidayPush,1247,1204,998,9,55.81,11.76,592.32,14723.95,3288.25,2649.17,435.29,55698.38,34601.72,0.6212,8,8.25,56.7,0.0341,0.0098,2384,0,79,0.7034,34.0,6.62,False,0.0
2022-01-31,4,P012,MAK_SKU_12,Makeup,Central,Retail,LineC,SummerSale,1351,1313,1137,9,54.69,12.54,580.93,16999.63,3040.6,2998.85,1017.2,62182.53,38126.25,0.6131,6,8.09,60.99,0.0274,0.0084,2386,0,74,0.7956,18.3,7.76,False,0.0
2022-02-07,5,P012,MAK_SKU_12,Makeup,East,E-commerce,LineC,None,1467,1451,1495,36,52.27,12.25,466.51,18017.4,3817.58,1805.89,1186.2,78143.65,53316.58,0.6823,6,3.56,54.99,0.0104,0.0245,3502,23,50,0.6519,27.8,6.16,False,0.0
2022-02-14,6,P012,MAK_SKU_12,Makeup,North,Retail,LineC,None,948,938,832,18,51.06,13.11,487.27,12477.01,1534.93,2106.33,382.43,42481.92,25981.22,0.6116,6,7.56,41.8,0.0103,0.022,3424,0,31,0.6746,33.5,7.06,False,0.0
2022-02-21,7,P012,MAK_SKU_12,Makeup,South,Wholesale,LineA,None,1359,1305,1174,0,54.44,11.54,346.55,15717.51,2015.84,4163.22,819.77,63912.56,41196.22,0.6446,11,2.28,48.6,0.0397,0.0,3523,0,70,0.7293,46.6,7.19,False,0.0
2022-02-28,8,P012,MAK_SKU_12,Makeup,East,Retail,LineC,None,1104,1048,883,7,51.21,12.97,519.98,14370.88,656.77,1469.67,1150.45,45218.43,27570.66,0.6097,2,4.65,43.13,0.0501,0.0084,3801,0,78,0.725,12.6,7.93,False,0.0
2022-03-07,9,P012,MAK_SKU_12,Makeup,North,E-commerce,LineA,None,1233,1233,1371,26,50.8,13.15,741.03,16288.05,2796.65,1635.23,345.23,69646.8,48581.64,0.6975,8,11.94,67.39,0.0,0.0196,2863,62,43,0.7355,20.5,6.67,False,0.0
2022-03-14,10,P012,MAK_SKU_12,Makeup,North,Wholesale,LineA,None,1408,1397,1364,11,51.97,12.91,546.3,18231.91,3492.8,5598.25,677.35,70887.08,42886.77,0.605,4,5.27,56.39,0.0073,0.0087,3281,0,91,0.6202,29.5,8.29,False,0.0
2022-03-21,11,P012,MAK_SKU_12,Makeup,West,E-commerce,LineC,None,1015,982,960,14,55.64,11.56,544.04,11787.8,3184.33,2780.59,1030.09,53414.4,34631.59,0.6484,7,5.77,41.48,0.0321,0.0152,3118,0,43,0.6779,38.9,7.01,False,0.0
2022-03-28,12,P012,MAK_SKU_12,Makeup,West,Wholesale,LineB,None,794,794,687,2,52.13,12.29,325.54,9790.81,466.3,1363.36,990.17,35813.31,23202.67,0.6479,1,9.06,37.48,0.0,0.0044,3247,0,49,0.7027,23.3,7.1,False,0.0
2022-04-04,13,P012,MAK_SKU_12,Makeup,Central,E-commerce,LineC,None,962,941,930,24,53.31,12.05,392.5,11631.35,2789.5,3648.4,255.35,49578.3,31253.7,0.6304,8,4.0,36.66,0.0213,0.0265,2760,0,40,0.7614,7.4,6.79,False,0.0
2022-04-11,14,P012,MAK_SKU_12,Makeup,South,Retail,LineB,None,975,941,772,15,55.19,11.68,484.57,11436.46,734.8,2337.49,319.07,42606.68,27778.86,0.652,8,5.21,38.96,0.0342,0.0205,3829,0,39,0.7555,17.7,6.84,False,0.0
2022-04-18,15,P012,MAK_SKU_12,Makeup,Central,Retail,LineB,NewLaunch,1392,1360,1599,55,37.33,12.42,755.86,17364.23,1057.28,3670.63,568.1,59690.67,37030.43,0.6204,13,7.82,62.08,0.0226,0.0345,3333,106,57,0.6058,21.3,7.59,True,0.31
2022-04-25,16,P012,MAK_SKU_12,Makeup,East,E-commerce,LineB,None,1368,1312,1439,16,52.17,13.03,548.57,17879.9,3336.34,1920.49,1196.24,75072.63,50739.66,0.6759,2,1.33,47.33,0.0407,0.0113,1958,67,82,0.7109,15.3,6.98,False,0.0
2022-05-02,17,P012,MAK_SKU_12,Makeup,Central,E-commerce,LineB,SummerSale,1208,1178,1267,12,54.81,12.08,343.07,14626.95,1851.56,1443.12,923.08,69444.27,50599.56,0.7286,8,6.31,50.48,0.0246,0.0101,3391,39,73,0.7496,35.4,8.73,False,0.0
